"";"FECHA";"CLIENTE";"IMPORTE"
"16179";2014-07-03;1060753015;"54,31"
"16888";2014-07-03;3746135031;"15,74"
"16970";2014-07-03;2252513019;"52,03"
"18038";2014-07-03;3689614018;"58,60"
"19396";2014-07-03;7127964018;"53,20"
"19502";2014-07-03;1139985010;"47,45"
"20019";2014-07-03;1395376021;"20,00"
"20780";2014-07-03;70897010;"4,00"
"21187";2014-07-03;9538520027;"107,50"
"21239";2014-07-03;2369876010;"10,00"
"21750";2014-07-03;75353019;"44,60"
"22753";2014-07-03;71493017;"52,95"
"23873";2014-07-03;2057625018;"49,61"
"25801";2014-07-03;3851288013;"40,89"
"26228";2014-07-03;7213660017;"48,32"
"27891";2014-07-03;7212405026;"58,41"
"27942";2014-07-03;2373817018;"67,01"
"27946";2014-07-03;40596015;"31,00"
"28049";2014-07-03;1044277026;"20,00"
"28081";2014-07-03;7197432011;"113,59"
"29031";2014-07-03;9589470015;"40,00"
"29365";2014-07-03;2204972016;"30,00"
"29532";2014-07-03;1203071028;"40,00"
"29822";2014-07-03;3668181013;"74,09"
"30280";2014-07-03;3880145010;"30,00"
"31877";2014-07-03;45470018;"41,70"
"32104";2014-07-03;3704576010;"91,00"
"32714";2014-07-03;1334439021;"51,00"
"32818";2014-07-03;7221105013;"40,00"
"33515";2014-07-03;1117610010;"25,00"
"36573";2014-07-03;2166898019;"40,00"
"37191";2014-07-03;2323813018;"65,00"
"37201";2014-07-03;2353236015;"60,60"
"37497";2014-07-03;2252322015;"40,00"
"37591";2014-07-03;1167930039;"12,80"
"38617";2014-07-03;1395391038;"56,00"
"38718";2014-07-03;1354548016;"30,31"
"38962";2014-07-03;83328011;"71,67"
"39170";2014-07-03;3489798029;"29,02"
"39880";2014-07-03;1167561014;"60,00"
"41570";2014-07-03;2369876010;"50,00"
"42900";2014-07-03;2216480016;"22,00"
"151";2014-07-04;1036626065;"50,00"
"215";2014-07-04;2315621023;"52,05"
"3703";2014-07-04;1256196011;"70,00"
"4140";2014-07-04;1152040016;"32,80"
"5304";2014-07-04;3899799013;"63,64"
"5647";2014-07-04;1265407021;"40,00"
"5689";2014-07-04;1123193019;"61,53"
"5783";2014-07-04;3631059015;"68,94"
"5871";2014-07-04;7193904013;"30,02"
"6530";2014-07-04;1177126022;"50,00"
"7093";2014-07-04;2051095010;"50,01"
"7173";2014-07-04;1340622016;"60,00"
"7431";2014-07-04;2353839016;"55,00"
"9651";2014-07-04;3534826015;"49,40"
"10477";2014-07-04;7104602011;"79,01"
"12652";2014-07-04;1176877023;"43,02"
"12968";2014-07-04;2302080019;"84,61"
"13981";2014-07-04;81769018;"40,00"
"14008";2014-07-04;2358123010;"55,20"
"14803";2014-07-04;2233085012;"25,46"
"14850";2014-07-04;20719017;"13,47"
"14882";2014-07-04;2333162018;"46,90"
"15012";2014-07-04;49058017;"51,00"
"15578";2014-07-04;1114129016;"16,66"
"16182";2014-07-04;3534208024;"74,02"
"18375";2014-07-04;1519706012;"56,00"
"18765";2014-07-04;3769152020;"50,00"
"18830";2014-07-04;2067605018;"92,75"
"19542";2014-07-04;3568168029;"27,90"
"20762";2014-07-04;2319600015;"50,00"
"21432";2014-07-04;1354548016;"23,40"
"22607";2014-07-04;7227666018;"42,00"
"26511";2014-07-04;42542017;"58,95"
"27782";2014-07-04;1279982019;"50,00"
"29013";2014-07-04;2023452018;"59,00"
"29181";2014-07-04;1320319039;"76,45"
"32216";2014-07-04;3682020023;"40,00"
"34458";2014-07-04;1123244010;"30,00"
"34600";2014-07-04;1004147060;"73,67"
"34741";2014-07-04;7014020015;"61,79"
"35576";2014-07-04;2315184014;"34,89"
"37335";2014-07-04;3396426045;"70,99"
"37346";2014-07-04;2305049011;"35,00"
"40679";2014-07-04;2100004013;"25,00"
"41178";2014-07-04;1167373014;"60,00"
"42266";2014-07-04;3832625044;"50,51"
"42904";2014-07-04;30283012;"79,97"
"43353";2014-07-04;1430424018;"40,00"
"119";2014-07-05;1471423010;"65,01"
"1661";2014-07-05;2226505018;"30,00"
"5019";2014-07-05;2181794011;"30,00"
"5027";2014-07-05;3549609026;"62,42"
"6301";2014-07-05;2123125019;"73,93"
"8030";2014-07-05;3544356029;"50,00"
"11031";2014-07-05;1751168012;"70,40"
"12613";2014-07-05;4119945048;"42,46"
"15035";2014-07-05;2252322015;"60,46"
"15313";2014-07-05;7224560024;"40,00"
"15423";2014-07-05;2196774016;"45,01"
"16225";2014-07-05;64645029;"40,66"
"17380";2014-07-05;7229060012;"64,00"
"17504";2014-07-05;3206938023;"40,00"
"19822";2014-07-05;7203523019;"50,00"
"21854";2014-07-05;2224627012;"40,00"
"22836";2014-07-05;2067605018;"107,14"
"23386";2014-07-05;1055503011;"60,07"
"26476";2014-07-05;7178315011;"16,11"
"27705";2014-07-05;1226862025;"20,00"
"28021";2014-07-05;7197432011;"98,38"
"32692";2014-07-05;3495175030;"81,01"
"33372";2014-07-05;3671255010;"62,00"
"35306";2014-07-05;3431157027;"64,03"
"36454";2014-07-05;3547395024;"58,45"
"37540";2014-07-05;3746135031;"50,00"
"37938";2014-07-05;1043463013;"53,00"
"40769";2014-07-05;1489416014;"40,00"
"42482";2014-07-05;1240808020;"20,02"
"42747";2014-07-05;1398523017;"70,26"
"3503";2014-07-06;2273190029;"62,50"
"3753";2014-07-06;1327835029;"30,00"
"5081";2014-07-06;3515209017;"43,61"
"15180";2014-07-06;2007529021;"67,34"
"15819";2014-07-06;2124817010;"90,00"
"22316";2014-07-06;1097821017;"12,39"
"24823";2014-07-06;3662772015;"70,40"
"28388";2014-07-06;7192411010;"20,63"
"30232";2014-07-06;3874689015;"80,04"
"31827";2014-07-06;2348187018;"105,09"
"36624";2014-07-06;1398546018;"70,30"
"38757";2014-07-06;2252322015;"40,02"
"40991";2014-07-06;3517711010;"40,00"
"42772";2014-07-06;2210832014;"68,01"
"383";2014-07-07;2316429012;"20,00"
"1363";2014-07-07;3396797015;"45,83"
"2034";2014-07-07;81769018;"40,00"
"2131";2014-07-07;2166898019;"40,00"
"2937";2014-07-07;2335214015;"82,00"
"3083";2014-07-07;20121024;"50,00"
"4908";2014-07-07;1082011012;"33,50"
"5877";2014-07-07;2234945016;"68,00"
"7560";2014-07-07;3532665027;"30,00"
"7677";2014-07-07;1396652016;"16,15"
"7933";2014-07-07;1415764016;"67,90"
"9378";2014-07-07;7055159011;"86,95"
"9786";2014-07-07;1287776013;"70,45"
"10488";2014-07-07;1156480010;"74,01"
"11190";2014-07-07;7213334019;"10,00"
"11512";2014-07-07;2166898019;"40,00"
"11863";2014-07-07;1396205021;"75,00"
"14308";2014-07-07;1114129016;"14,53"
"16465";2014-07-07;1215676012;"20,00"
"17455";2014-07-07;7039213017;"61,38"
"19727";2014-07-07;7213835015;"53,00"
"20580";2014-07-07;7063921022;"60,39"
"21522";2014-07-07;3394045011;"30,00"
"22165";2014-07-07;1379388018;"56,00"
"22449";2014-07-07;1415764016;"67,90"
"23290";2014-07-07;1145515017;"36,01"
"23565";2014-07-07;2057625018;"6,22"
"24523";2014-07-07;2356503015;"91,51"
"24701";2014-07-07;1406499010;"50,70"
"28193";2014-07-07;1415764016;"-67,90"
"28641";2014-07-07;3603736012;"50,00"
"29119";2014-07-07;1398546018;"30,00"
"30062";2014-07-07;36053013;"53,00"
"31646";2014-07-07;39984016;"74,84"
"31682";2014-07-07;7141389044;"57,45"
"32154";2014-07-07;2344766013;"90,97"
"32244";2014-07-07;1090272010;"10,00"
"32671";2014-07-07;3648002016;"53,00"
"32830";2014-07-07;2324989015;"25,00"
"33094";2014-07-07;2090903018;"40,02"
"33528";2014-07-07;1326512033;"48,40"
"34446";2014-07-07;3220145027;"30,00"
"36263";2014-07-07;2309813016;"65,00"
"36720";2014-07-07;3733445013;"50,00"
"37978";2014-07-07;3880145010;"30,00"
"38717";2014-07-07;1096388018;"15,00"
"39242";2014-07-07;3673740027;"40,00"
"39480";2014-07-07;19742046;"50,00"
"40885";2014-07-07;1069356018;"82,33"
"41450";2014-07-07;2249029012;"40,00"
"41544";2014-07-07;2329829018;"40,00"
"41818";2014-07-07;3396797015;"28,40"
"638";2014-07-08;84856010;"51,60"
"890";2014-07-08;44081014;"41,50"
"1161";2014-07-08;3673057018;"42,00"
"4363";2014-07-08;2080044013;"30,00"
"5693";2014-07-08;7129851023;"61,36"
"7183";2014-07-08;5928013;"50,00"
"7536";2014-07-08;1413764018;"68,00"
"9813";2014-07-08;1382780029;"90,62"
"11729";2014-07-08;2210832014;"50,01"
"14555";2014-07-08;1156857019;"80,01"
"15862";2014-07-08;2280298013;"104,40"
"17030";2014-07-08;2117084016;"30,00"
"18027";2014-07-08;3616583013;"49,09"
"18192";2014-07-08;2056325016;"40,00"
"18942";2014-07-08;2319600015;"30,00"
"19291";2014-07-08;7167066039;"67,01"
"19380";2014-07-08;2166898019;"40,00"
"19626";2014-07-08;1167561014;"81,00"
"21811";2014-07-08;18398030;"70,00"
"22080";2014-07-08;7213334019;"200,00"
"22462";2014-07-08;1002287017;"60,01"
"23127";2014-07-08;7207162012;"50,00"
"23972";2014-07-08;3704576010;"90,00"
"24397";2014-07-08;1142334018;"40,00"
"24654";2014-07-08;51211017;"30,00"
"25215";2014-07-08;14807018;"40,00"
"28847";2014-07-08;2190404016;"40,00"
"30811";2014-07-08;3742835014;"70,20"
"33871";2014-07-08;1354568014;"46,24"
"33904";2014-07-08;2202975011;"16,43"
"34005";2014-07-08;3970541011;"67,40"
"34425";2014-07-08;3215314018;"60,00"
"34736";2014-07-08;2216480016;"21,00"
"36670";2014-07-08;3214268017;"20,00"
"37989";2014-07-08;1329229023;"56,62"
"41205";2014-07-08;3560852034;"67,20"
"42965";2014-07-08;2067605018;"76,00"
"42987";2014-07-08;3519282028;"46,80"
"65";2014-07-09;1167561014;"50,01"
"3867";2014-07-09;2354399010;"30,00"
"5456";2014-07-09;3592563013;"52,01"
"6353";2014-07-09;7216127014;"20,00"
"7563";2014-07-09;83790012;"20,00"
"7956";2014-07-09;1287776013;"90,42"
"8902";2014-07-09;7223750014;"58,00"
"9156";2014-07-09;2323813018;"80,71"
"10140";2014-07-09;2331059018;"30,48"
"11825";2014-07-09;1055503011;"67,20"
"12022";2014-07-09;40596015;"57,37"
"12165";2014-07-09;3673740027;"23,54"
"13192";2014-07-09;17920024;"30,00"
"13927";2014-07-09;7040731015;"47,60"
"15790";2014-07-09;3774768026;"50,00"
"16471";2014-07-09;2375495011;"40,00"
"17984";2014-07-09;7055082015;"45,60"
"19305";2014-07-09;3846363012;"61,60"
"20207";2014-07-09;2296160017;"44,41"
"21070";2014-07-09;1103574014;"70,40"
"21634";2014-07-09;3658293034;"30,00"
"22995";2014-07-09;2369876010;"110,00"
"26538";2014-07-09;1024739037;"48,00"
"26615";2014-07-09;2214568010;"45,56"
"27021";2014-07-09;1751168012;"39,10"
"27289";2014-07-09;2362221016;"47,40"
"27296";2014-07-09;49058017;"54,00"
"27679";2014-07-09;1357714029;"44,21"
"28521";2014-07-09;36202016;"49,21"
"28576";2014-07-09;9568170032;"40,00"
"28833";2014-07-09;2100004013;"30,00"
"29950";2014-07-09;1415340049;"59,52"
"30009";2014-07-09;3771229014;"18,02"
"30793";2014-07-09;1101897029;"55,00"
"31777";2014-07-09;2233085012;"67,01"
"31971";2014-07-09;1358357059;"84,20"
"32654";2014-07-09;1185377013;"61,95"
"33814";2014-07-09;7194971011;"48,00"
"34409";2014-07-09;1136216013;"52,00"
"36065";2014-07-09;1274936018;"70,00"
"38032";2014-07-09;7133380019;"62,00"
"38056";2014-07-09;1357269016;"64,60"
"38960";2014-07-09;2365272016;"40,00"
"40159";2014-07-09;3392286047;"30,00"
"40557";2014-07-09;3676777034;"43,41"
"42459";2014-07-09;1152040016;"18,41"
"42824";2014-07-09;1288334012;"84,30"
"544";2014-07-10;7159633010;"55,01"
"1257";2014-07-10;3484495035;"50,01"
"1697";2014-07-10;7099715018;"62,00"
"2188";2014-07-10;7231150017;"41,04"
"2323";2014-07-10;2324422017;"54,37"
"2575";2014-07-10;2168310013;"31,00"
"3270";2014-07-10;7254563013;"30,00"
"3827";2014-07-10;1280844024;"30,00"
"6869";2014-07-10;2120477017;"53,51"
"8224";2014-07-10;1203071028;"40,00"
"8500";2014-07-10;3367685017;"66,90"
"10397";2014-07-10;1263567016;"68,63"
"10873";2014-07-10;3514697014;"62,50"
"11305";2014-07-10;2210832014;"51,38"
"14086";2014-07-10;1440694030;"85,78"
"14131";2014-07-10;1435209059;"71,12"
"14262";2014-07-10;2270223013;"69,58"
"17955";2014-07-10;3909357018;"65,02"
"18224";2014-07-10;68422029;"40,00"
"19823";2014-07-10;3532371014;"53,00"
"20395";2014-07-10;2362076014;"15,59"
"21297";2014-07-10;1152985012;"46,26"
"21377";2014-07-10;1232248019;"69,50"
"22214";2014-07-10;2252513019;"56,01"
"23038";2014-07-10;2358736019;"71,49"
"23223";2014-07-10;1395063041;"68,00"
"25672";2014-07-10;1181583010;"97,75"
"26750";2014-07-10;2317800013;"60,00"
"29741";2014-07-10;1176877023;"40,02"
"29774";2014-07-10;30283012;"103,02"
"30100";2014-07-10;2365742018;"60,00"
"30128";2014-07-10;20719017;"12,51"
"30903";2014-07-10;3547395024;"73,00"
"31114";2014-07-10;44081014;"43,84"
"32075";2014-07-10;1176658017;"22,99"
"32608";2014-07-10;3854620014;"59,00"
"32722";2014-07-10;7242640014;"43,22"
"33803";2014-07-10;9621070021;"49,88"
"34196";2014-07-10;2328031012;"52,20"
"34756";2014-07-10;1396205021;"77,00"
"34921";2014-07-10;7203523019;"50,00"
"35143";2014-07-10;9589470015;"63,74"
"35721";2014-07-10;3532665027;"41,00"
"35758";2014-07-10;2324811011;"40,00"
"36800";2014-07-10;1167373014;"52,73"
"37080";2014-07-10;2057826012;"40,00"
"37393";2014-07-10;7183170021;"50,21"
"37525";2014-07-10;3947491019;"30,00"
"37691";2014-07-10;1123039014;"11,80"
"38162";2014-07-10;3609778018;"66,40"
"38242";2014-07-10;2281901011;"30,00"
"39600";2014-07-10;2216480016;"18,02"
"39629";2014-07-10;2166898019;"40,00"
"40055";2014-07-10;1123244010;"30,00"
"40552";2014-07-10;2356601017;"40,00"
"41162";2014-07-10;2363235015;"74,60"
"41420";2014-07-10;1170900019;"30,00"
"41917";2014-07-10;3413689013;"44,00"
"42118";2014-07-10;9540110031;"70,00"
"42128";2014-07-10;2361791019;"40,99"
"64";2014-07-11;42542017;"50,30"
"460";2014-07-11;1132313012;"63,00"
"1561";2014-07-11;7213835015;"69,11"
"2509";2014-07-11;1320319039;"60,00"
"3641";2014-07-11;3195722016;"20,00"
"4665";2014-07-11;1150537013;"60,00"
"5108";2014-07-11;1550793036;"50,00"
"5681";2014-07-11;2162322014;"42,52"
"5814";2014-07-11;7164580024;"73,95"
"6262";2014-07-11;7229299016;"36,05"
"6703";2014-07-11;2117084016;"63,98"
"7206";2014-07-11;86216015;"11,44"
"8809";2014-07-11;3592890010;"56,01"
"9169";2014-07-11;2348187018;"103,22"
"10150";2014-07-11;1100173018;"50,00"
"10202";2014-07-11;2080044013;"30,00"
"10952";2014-07-11;9538520027;"80,99"
"11234";2014-07-11;3746135031;"50,00"
"12521";2014-07-11;3560986014;"55,06"
"14251";2014-07-11;83328011;"46,19"
"14265";2014-07-11;1311076069;"100,00"
"16360";2014-07-11;6680035;"62,94"
"16791";2014-07-11;1152040016;"36,75"
"17877";2014-07-11;1784018028;"41,70"
"19294";2014-07-11;3899799013;"66,71"
"19340";2014-07-11;1208143012;"40,00"
"19421";2014-07-11;2335214015;"50,00"
"20374";2014-07-11;2323813018;"46,98"
"23380";2014-07-11;2271266011;"43,69"
"24204";2014-07-11;1382780029;"78,73"
"24476";2014-07-11;2366290017;"40,00"
"27145";2014-07-11;2273718019;"40,00"
"29219";2014-07-11;36053013;"32,91"
"29269";2014-07-11;1100602016;"95,00"
"29669";2014-07-11;1215676012;"20,00"
"29806";2014-07-11;1275582019;"47,41"
"31216";2014-07-11;3560852034;"62,00"
"31727";2014-07-11;2315184014;"54,01"
"32053";2014-07-11;2203305010;"33,00"
"33023";2014-07-11;2378795011;"68,00"
"33927";2014-07-11;1256196011;"62,00"
"35246";2014-07-11;73113027;"27,00"
"37172";2014-07-11;2202975011;"16,55"
"37880";2014-07-11;9538820021;"56,43"
"38446";2014-07-11;2205781010;"67,96"
"39007";2014-07-11;85563011;"88,00"
"41026";2014-07-11;1416444030;"44,06"
"41177";2014-07-11;1415340023;"69,91"
"41704";2014-07-11;2369876010;"50,00"
"43032";2014-07-11;1310529035;"72,00"
"447";2014-07-12;2348187018;"108,34"
"4120";2014-07-12;2090584016;"51,37"
"4305";2014-07-12;2023452018;"40,00"
"6981";2014-07-12;1123039014;"40,00"
"9582";2014-07-12;2151475013;"51,30"
"10079";2014-07-12;3484495035;"58,50"
"10314";2014-07-12;1519706012;"63,10"
"10875";2014-07-12;2087623017;"30,00"
"12989";2014-07-12;1416444030;"63,04"
"13509";2014-07-12;7197432011;"71,02"
"14220";2014-07-12;1240808020;"69,02"
"17615";2014-07-12;1055503011;"68,45"
"20752";2014-07-12;2224627012;"40,00"
"22938";2014-07-12;2344755024;"100,00"
"24591";2014-07-12;2298779012;"50,00"
"25430";2014-07-12;9625320018;"50,00"
"26045";2014-07-12;3983945027;"55,02"
"26579";2014-07-12;1139985010;"41,02"
"26914";2014-07-12;1215676012;"46,04"
"27242";2014-07-12;49315011;"45,00"
"28628";2014-07-12;3832625044;"39,00"
"30088";2014-07-12;1091969028;"61,77"
"31812";2014-07-12;3554508014;"65,00"
"31863";2014-07-12;7212405026;"40,00"
"32045";2014-07-12;2246998011;"30,00"
"34462";2014-07-12;3977600034;"56,51"
"40380";2014-07-12;9566620038;"64,30"
"42160";2014-07-12;1060753015;"56,75"
"42422";2014-07-12;1072860014;"55,23"
"43348";2014-07-12;1369275035;"64,65"
"302";2014-07-13;3302390020;"61,00"
"809";2014-07-13;3589102015;"30,00"
"1358";2014-07-13;1369532088;"41,02"
"2172";2014-07-13;1101897029;"71,32"
"2485";2014-07-13;1100953013;"40,00"
"2815";2014-07-13;59123016;"32,67"
"3357";2014-07-13;2340414014;"10,26"
"5117";2014-07-13;7192411010;"15,17"
"6730";2014-07-13;1016565018;"60,00"
"7411";2014-07-13;7055082015;"41,02"
"10332";2014-07-13;1176658017;"70,67"
"13441";2014-07-13;2301419010;"68,43"
"15529";2014-07-13;2281476014;"45,00"
"16146";2014-07-13;9571960056;"63,02"
"16619";2014-07-13;3555478035;"45,04"
"18152";2014-07-13;2358736019;"50,01"
"18616";2014-07-13;3733445013;"50,00"
"19296";2014-07-13;2353839016;"50,01"
"21004";2014-07-13;3775553021;"20,00"
"24516";2014-07-13;1114129016;"43,86"
"24792";2014-07-13;1126084017;"65,05"
"27515";2014-07-13;3517711010;"40,00"
"27797";2014-07-13;35217023;"55,01"
"28873";2014-07-13;2210832014;"57,28"
"29054";2014-07-13;2104521012;"72,02"
"32116";2014-07-13;7222012036;"30,00"
"33981";2014-07-13;3631489014;"82,40"
"34170";2014-07-13;2166898019;"40,00"
"36798";2014-07-13;1279982019;"77,67"
"38307";2014-07-13;2316429012;"20,00"
"39908";2014-07-13;2332826019;"89,04"
"40264";2014-07-13;54264013;"75,00"
"41945";2014-07-13;1265407021;"40,00"
"42231";2014-07-13;86216015;"12,63"
"194";2014-07-14;1042422020;"66,40"
"961";2014-07-14;2252513019;"32,00"
"1921";2014-07-14;2270223013;"71,07"
"2944";2014-07-14;1332109014;"65,00"
"4522";2014-07-14;86216015;"66,70"
"8045";2014-07-14;1379388018;"32,00"
"8904";2014-07-14;7193813016;"56,80"
"9241";2014-07-14;70613011;"60,05"
"9409";2014-07-14;3854620014;"50,00"
"13377";2014-07-14;78929039;"60,56"
"15086";2014-07-14;54233018;"66,62"
"15135";2014-07-14;7135524010;"50,00"
"16541";2014-07-14;1340622016;"60,00"
"17502";2014-07-14;2185261017;"37,17"
"17532";2014-07-14;3194639039;"40,00"
"18999";2014-07-14;2234945016;"66,40"
"21176";2014-07-14;1161259011;"50,00"
"22082";2014-07-14;2057625018;"52,11"
"22444";2014-07-14;2373817018;"71,04"
"23607";2014-07-14;2314753017;"50,01"
"25053";2014-07-14;3864599034;"33,00"
"26350";2014-07-14;1005286032;"20,00"
"26795";2014-07-14;1444281016;"25,46"
"26894";2014-07-14;1396652016;"16,54"
"27281";2014-07-14;1109854014;"93,58"
"28381";2014-07-14;1158516027;"50,00"
"28649";2014-07-14;19742046;"50,00"
"29380";2014-07-14;7101334014;"24,23"
"29386";2014-07-14;1332109014;"42,37"
"29667";2014-07-14;1134121017;"75,21"
"31563";2014-07-14;3532665027;"76,50"
"34213";2014-07-14;2336899012;"45,01"
"34649";2014-07-14;7047134015;"40,01"
"34720";2014-07-14;1096388018;"20,00"
"36623";2014-07-14;7232324017;"40,52"
"37804";2014-07-14;1358357059;"50,00"
"38073";2014-07-14;2033353024;"54,96"
"38136";2014-07-14;1028038012;"67,01"
"39409";2014-07-14;2289840013;"65,99"
"40108";2014-07-14;60809025;"72,11"
"40471";2014-07-14;7127964018;"71,29"
"42645";2014-07-14;1116576014;"30,00"
"43084";2014-07-14;2119840019;"37,43"
"1117";2014-07-15;7065559010;"50,00"
"1409";2014-07-15;1181583010;"88,03"
"1780";2014-07-15;3775768017;"64,99"
"2802";2014-07-15;84856010;"50,00"
"5337";2014-07-15;1326512033;"71,62"
"5620";2014-07-15;2273718019;"50,00"
"5702";2014-07-15;3362423026;"30,00"
"5945";2014-07-15;1114129016;"15,65"
"6504";2014-07-15;1334439021;"57,40"
"7127";2014-07-15;44081014;"56,40"
"7762";2014-07-15;2323813018;"54,01"
"8002";2014-07-15;3958864013;"30,00"
"8347";2014-07-15;1188311019;"59,50"
"8464";2014-07-15;2362221016;"39,06"
"9329";2014-07-15;7050742019;"59,00"
"10433";2014-07-15;7190391016;"38,37"
"12433";2014-07-15;1139985010;"50,01"
"12970";2014-07-15;1395391038;"54,01"
"13403";2014-07-15;1450974017;"70,01"
"13513";2014-07-15;1167930039;"12,43"
"13718";2014-07-15;1263567016;"89,79"
"14587";2014-07-15;2135639015;"25,00"
"14599";2014-07-15;2168310013;"32,02"
"14951";2014-07-15;1177126022;"50,00"
"17113";2014-07-15;2216480016;"19,00"
"18066";2014-07-15;1167561014;"50,00"
"20565";2014-07-15;2112777010;"37,84"
"20871";2014-07-15;1109145017;"44,01"
"20996";2014-07-15;7014020015;"57,80"
"21259";2014-07-15;3517711010;"23,30"
"21487";2014-07-15;1406499010;"56,01"
"23746";2014-07-15;2369876010;"50,00"
"26515";2014-07-15;73113027;"50,01"
"27699";2014-07-15;3771410010;"56,85"
"28607";2014-07-15;1176059026;"40,00"
"28978";2014-07-15;2340414014;"21,25"
"29296";2014-07-15;9621070021;"60,00"
"32167";2014-07-15;3507150021;"55,86"
"32723";2014-07-15;1447550011;"55,98"
"33817";2014-07-15;2336779016;"62,35"
"33857";2014-07-15;7203523019;"50,00"
"34397";2014-07-15;1408026019;"50,00"
"35407";2014-07-15;2166898019;"40,00"
"35515";2014-07-15;1016378032;"42,54"
"36016";2014-07-15;3220838027;"55,57"
"36534";2014-07-15;57334037;"66,40"
"39309";2014-07-15;3689614018;"50,00"
"39576";2014-07-15;3106778032;"68,55"
"39670";2014-07-15;3174131023;"43,07"
"41495";2014-07-15;3658702018;"49,26"
"42404";2014-07-15;3632717017;"24,29"
"42656";2014-07-15;2252513019;"64,00"
"42885";2014-07-15;1358357059;"45,00"
"690";2014-07-16;2362221016;"45,37"
"1426";2014-07-16;1096388018;"30,00"
"3625";2014-07-16;7040731015;"51,16"
"5454";2014-07-16;3560986014;"68,40"
"5853";2014-07-16;1698743034;"41,22"
"6741";2014-07-16;10253019;"87,45"
"7336";2014-07-16;3925129037;"120,00"
"8148";2014-07-16;7231989018;"60,00"
"9866";2014-07-16;2375495011;"40,00"
"10092";2014-07-16;2204972016;"30,00"
"10175";2014-07-16;9568170032;"40,00"
"12136";2014-07-16;1105053017;"37,43"
"12337";2014-07-16;1132313012;"62,00"
"12737";2014-07-16;3704576010;"84,01"
"13865";2014-07-16;81769018;"40,00"
"14203";2014-07-16;1123039014;"11,75"
"15202";2014-07-16;3483915017;"71,92"
"15711";2014-07-16;9581630020;"60,00"
"16028";2014-07-16;2383413014;"59,60"
